Epoch,Train Loss,Train Grad,Train Grad Var,Val Loss,FID_inf,MIFID_inf,KID_inf,IS_inf
0,122838.805,-0.008132557,5.0964956,121829.7,320.80447,878.69476,0.12566584,963.05145
1,121668.44,0.0045375614,1.989692,121262.26,287.60703,695.26434,0.10106959,564.67444
2,121104.15,0.00063744746,0.96133655,120974.73,274.6706,629.9879,0.09561423,187.76279
3,120918.48,0.0005748211,0.7280564,120892.6,272.24026,597.764,0.09547848,113.32229
4,120868.85,0.00071602984,0.7133449,120875.57,267.12393,556.0507,0.090034984,129.18788
5,120835.305,0.0007524198,0.63548946,120896.51,264.86676,552.0081,0.08472624,202.26514
6,120830.23,0.00031833697,0.6193127,120825.67,258.56232,522.648,0.082018346,155.76106
7,120824.65,0.0003127968,0.59919316,120811.85,256.15607,514.97473,0.07824154,216.76332
8,120807.805,0.0003855493,0.5526768,120827.74,257.99185,531.3921,0.077809766,218.87343
9,120805.23,0.0003203038,0.5518835,120841.94,254.72699,513.5421,0.07754182,195.30931
10,120798.23,0.000101193786,0.54407686,120786.37,254.55652,505.82855,0.07702679,177.27667
11,120758.45,0.00037447736,0.5529261,120760.805,252.07396,510.39246,0.07477228,198.6147
12,120738.7,0.00033124184,0.54780257,120725.65,250.55673,502.52432,0.074753426,194.77689
13,120711.52,9.543281e-05,0.530816,120716.33,247.87262,501.0266,0.072595865,184.15099
14,120706.39,6.176671e-05,0.5392723,120746.086,248.77374,488.99133,0.07168414,207.68799
15,120722.305,0.00048621706,0.5355826,120749.195,251.6516,492.40033,0.073707774,216.91821
16,120706.5,7.215031e-05,0.5152736,120720.69,246.10255,482.663,0.0708143,170.96312
17,120716.375,0.000237305,0.5200906,120769.95,249.57768,484.86374,0.07373309,153.23457
18,120721.83,9.619258e-05,0.5332111,120770.7,250.15086,542.64465,0.073356524,184.63907
19,120685.08,1.1891313e-05,0.526936,120759.54,247.83972,482.70242,0.07246395,170.41544
20,120705.805,0.0003022004,0.5288301,120790.08,247.52693,478.9939,0.07357734,133.25479
21,120692.33,5.3194166e-05,0.52327746,120735.266,249.37622,491.5547,0.07214255,154.82367
22,120689.21,0.00014205706,0.5214965,120758.69,249.27231,476.56058,0.073237464,151.7047
23,120662.81,0.00018562833,0.51628035,120743.48,249.45758,482.6708,0.07285138,155.45724
24,120659.65,0.00022430783,0.519882,120726.27,246.21436,473.6472,0.07247502,116.62974
25,120635.52,-3.9735995e-05,0.5071358,120679.24,247.29251,491.69885,0.07092565,182.96194
26,120634.98,0.00018689246,0.51246417,120699.66,244.02971,470.07983,0.07115458,139.66359
27,120627.48,8.610543e-05,0.5182056,120681.39,244.95183,462.7226,0.07158803,131.31166
28,120629.43,6.5071974e-05,0.50934094,120693.94,247.35161,461.4203,0.071771555,164.27591
29,120617.65,0.00015665834,0.5194401,120716.38,246.3615,465.8315,0.07283398,115.44081
30,120615.336,0.00028413665,0.51731676,120707.89,246.34138,458.97873,0.07235936,115.56293
31,120632.73,0.00013998523,0.5277273,120819.55,241.62813,447.78113,0.0710535,103.675514
32,120661.875,0.00018146016,0.53255916,120763.03,245.3083,455.17273,0.07196586,99.00641
33,120658.086,-4.093442e-05,0.5404785,120723.58,243.03525,463.11905,0.07211624,86.55965
34,120661.555,0.0002538995,0.5441425,120779.4,243.9725,441.15765,0.07164825,86.470955
35,120639.64,0.00019971747,0.55156565,120751.26,243.22377,446.12738,0.07129553,74.61004
36,120636.68,0.00015516765,0.5576541,120794.54,241.35727,444.6401,0.07147898,80.01532
37,120629.25,5.0565228e-05,0.56094086,120736.11,243.80725,448.16037,0.071770675,93.69011
38,120626.45,2.8229319e-05,0.5499398,120730.77,243.79721,442.63776,0.07111253,100.99846
39,120600.4,0.00017637844,0.5578873,120786.39,245.65161,451.9814,0.0719156,102.26723
40,120593.73,0.00032281782,0.57244617,120768.53,245.19589,450.8226,0.07255662,85.3175
41,120613.68,-1.3831258e-05,0.5695393,120743.29,244.61217,450.75912,0.07151294,89.77024
42,120622.75,0.00017254888,0.5728361,120753.46,245.41019,446.0676,0.07270711,88.08938
43,120629.055,0.00015778099,0.5839383,120816.234,244.48201,440.96454,0.07306493,68.07631
44,120602.2,6.395672e-06,0.580131,120751.45,242.93045,438.68796,0.07197297,77.73591
45,120580.79,0.00023200955,0.58734685,120779.805,243.29805,432.56165,0.071700506,62.142086
46,120573.0,-4.8474503e-05,0.5849571,120725.086,242.63124,450.42413,0.07116704,82.36127
47,120585.83,0.00016557742,0.59118885,120757.95,243.68044,439.84433,0.072155036,65.268486
48,120587.37,0.00021330733,0.59667397,120757.086,245.64992,437.92606,0.07298393,69.614204
49,120579.9,-8.061929e-05,0.59699583,120781.99,245.71248,441.36453,0.07133271,99.87107
