Epoch,Train Loss,Train Grad Var,Val Loss,Val Grad Var,FID_inf,MIFID_inf,KID_inf
87,1710.2351,5.921414e-05,671.6385,3.583539e-05,297.63586,616.76074,0.117615886
88,1710.7832,5.9841732e-05,671.8335,3.3927252e-05,315.56415,667.6057,0.12978862
89,1710.7849,5.859858e-05,671.7185,3.5000106e-05,299.93695,623.4705,0.12253376
90,1709.6223,5.7765697e-05,671.5983,3.542231e-05,310.91458,639.8613,0.12992494
91,1711.172,5.7846068e-05,671.6495,3.510843e-05,294.73987,622.942,0.123206496
92,1710.1642,5.9262864e-05,671.73694,3.4996465e-05,298.60104,615.794,0.12062823
93,1709.6035,5.8626603e-05,671.7231,3.4924946e-05,305.194,652.7901,0.12530485
94,1709.7537,5.7704347e-05,671.4231,3.5214427e-05,302.55695,623.92584,0.12454608
95,1709.6694,5.79251e-05,671.14044,3.543846e-05,292.36746,581.95245,0.11862314
96,1709.5576,5.897681e-05,671.4606,3.4458353e-05,296.27914,603.9219,0.115662284
97,1709.0079,5.823039e-05,671.58594,3.5603625e-05,295.321,601.4812,0.12387547
98,1709.1896,5.6828074e-05,671.3153,3.4709316e-05,308.5157,664.6463,0.12686497
99,1709.4985,5.7666097e-05,671.52515,3.515911e-05,286.71155,596.6959,0.11635278
