Epoch,Train Loss,Train Grad,Train Grad Var,Val Loss,Val Grad,Val Grad Var,FID_inf,MIFID_inf,KID_inf,IS_inf
0,68514.516,-0.023028867,6.331086,75405.555,0.009234526,1.0702751,347.68488,1006.90533,0.12642187,1808.6327
1,66472.26,0.00040012627,0.7569363,70841.66,0.027855353,0.3831978,364.99023,1141.7499,0.10299779,188905.52
2,59030.164,0.00046468226,0.39050132,60883.12,0.015229505,0.3304935,340.81995,908.2597,0.09104594,66803.29
3,57524.715,0.002098274,0.36771503,52804.895,0.003532649,0.20622486,325.826,870.87415,0.08064461,57982.46
4,51412.133,0.0011122827,0.28639352,49442.098,0.005060844,0.20387217,312.4505,878.6413,0.07256265,52257.94
5,48084.168,0.0011223168,0.28677016,41242.39,-0.010796553,0.3755354,328.32803,893.5583,0.0730377,558591.6
6,45548.9,0.0009450394,0.27695212,49445.87,-0.008462264,0.1969278,371.3163,1085.1604,0.08899248,12193888.0
7,47744.176,0.00042086988,0.25639758,53698.082,-0.020026227,0.19658236,360.84088,1077.0072,0.09058132,3104925.5
8,43578.54,0.0008402535,0.2721653,48106.6,-0.030981569,0.21522689,322.3394,898.65076,0.08130542,99493.85
9,46937.016,0.0008240023,0.29069477,50100.91,-0.01709013,0.19233099,312.7769,837.79407,0.073494345,83779.77
10,46997.625,0.00039760955,0.26170674,49422.71,-0.01629524,0.20996101,316.1052,857.8618,0.07457227,104933.97
11,48713.875,0.0009785871,0.2575378,44026.117,-0.016599642,0.1881002,311.99466,787.02795,0.07656463,75325.09
12,46058.75,0.00018258959,0.25209957,45133.777,-0.0144685,0.15859446,311.25186,787.9727,0.07452852,59705.754
13,41927.223,0.00079887663,0.20823023,43609.97,-0.022301685,0.16257514,303.9804,770.4077,0.07532784,26029.572
14,43281.55,0.00029939666,0.18557003,49266.23,-0.013180024,0.13676704,300.60175,739.451,0.07348409,22409.828
15,46377.535,0.00095268525,0.18641345,48462.523,-0.014790192,0.15212254,294.004,746.52563,0.07401264,11109.207
16,47221.555,-0.00015247743,0.16359778,50394.84,0.005830646,0.19101872,290.41428,685.3861,0.06888971,12385.85
17,52220.0,-0.00010978192,0.13290872,52052.234,-0.0049728383,0.12051168,288.38254,744.74866,0.070986845,7434.803
18,50808.027,0.000109255234,0.12960076,47631.28,-0.0043713725,0.19713312,290.94772,744.6434,0.06971168,8326.154
19,54634.215,0.0009127309,0.13829777,48881.086,-0.0049124323,0.13556416,287.03824,706.6802,0.07372301,3495.9023
20,54409.54,0.0013377522,0.15958679,48853.25,-0.019169616,0.31783697,283.08206,686.95374,0.07260726,2851.2107
21,53573.543,0.0007154791,0.1834491,47361.02,-0.0085712895,0.16171895,268.64285,601.8173,0.05865847,7098.4917
22,51542.61,0.00047757043,0.22912295,54099.555,-0.010320399,0.13236007,277.7941,635.9679,0.06334326,5914.301
23,48342.72,0.00084534555,0.27152365,50586.562,-0.010749126,0.11281614,279.21985,631.991,0.06609183,5161.23
24,51443.867,0.00043096347,0.15521011,53850.598,0.0012043366,0.16560622,272.35428,620.1012,0.060382877,4435.2456
25,51176.312,0.0012241949,0.21814582,54654.72,-0.013765461,0.14302571,267.73135,601.3294,0.055193335,8946.086
26,52674.07,0.0006519668,0.27693427,47137.598,-0.013020988,0.14427388,271.41376,648.317,0.05748322,8524.707
27,47800.793,0.00012664146,0.20413548,50524.51,-0.0010307902,0.15055993,274.60727,630.8895,0.060667194,7187.4575
28,56511.98,0.0004890541,0.18359445,49963.754,-0.000108744025,0.13388179,267.84457,593.7833,0.055560656,7625.065
29,52534.203,0.0011283132,0.21903332,54927.992,-0.0060273376,0.14147666,273.77344,652.60175,0.05511121,10756.801
30,51397.33,0.00025960384,0.19311698,47917.504,-0.0008752741,0.19239216,270.69406,616.0914,0.05618614,11102.038
31,53309.29,0.0008172368,0.2312897,58082.97,-0.011882337,0.15205014,272.44418,619.23517,0.056714244,11549.345
32,50577.93,0.00015585378,0.21930283,52882.746,-0.003923429,0.15650241,271.55377,620.39453,0.055094056,14898.234
33,53226.45,0.0013447256,0.3292157,49256.562,-0.010311173,0.18906468,272.72076,610.16925,0.055132132,14888.612
34,53004.41,0.00037472261,0.23747224,41826.504,-0.005911952,0.15236503,273.08612,608.0958,0.055119634,12434.067
35,49278.344,8.038409e-05,0.18887386,44198.906,-0.010401512,0.16635647,270.78354,605.1914,0.05494019,13870.654
36,48191.82,0.00010121971,0.17445175,52150.64,-0.011377278,0.16692978,270.2121,616.2451,0.054349564,12720.027
37,50731.02,-2.2451504e-05,0.18514322,44786.49,-0.0022505352,0.16270162,272.00787,591.4425,0.053613372,16724.256
38,45192.61,-8.493602e-05,0.18873088,49789.547,-0.0069381543,0.18474334,274.6834,616.779,0.053257268,17460.387
39,50222.66,-5.689509e-05,0.1830356,52255.895,-0.0020718435,0.16101936,269.16763,597.3412,0.0528943,17440.344
40,50217.668,0.00017167776,0.18571624,56298.848,-0.0070278137,0.23924279,272.79572,582.3238,0.05371622,17540.047
41,48460.062,0.00013115387,0.1609771,51043.46,-0.004626326,0.14896609,267.75244,583.24927,0.052719485,13527.347
42,51340.324,0.00052291364,0.16580203,56807.945,-0.009793954,0.20850496,270.85724,607.5993,0.055088196,14738.989
43,50518.83,0.000120851764,0.1571584,51171.543,-0.001573711,0.19603594,270.95392,587.9003,0.055180825,13415.23
44,48669.605,0.00045878126,0.15512899,52150.41,-0.0020695226,0.15831509,271.77496,578.74066,0.055101003,15813.238
45,53194.13,0.00039060172,0.15582864,58697.426,-0.009475535,0.20174815,271.9666,602.20856,0.055742394,9451.07
