Epoch,Train Loss,Train Grad,Train Grad Var,Val Loss,Val Grad,Val Grad Var,FID_inf,MIFID_inf,KID_inf,IS_inf
0,63467.527,-0.022572555,6.364135,73071.734,-0.035476934,0.6509604,355.9829,1030.4803,0.13520497,2113.497
1,64838.707,-1.0202825e-05,0.7645238,62219.016,0.041821577,0.41778648,360.72006,1101.228,0.10631618,110128.914
2,62022.99,0.0014959271,0.4164726,65792.75,0.03515502,0.37182114,340.79254,883.19403,0.092173494,71485.305
3,55622.86,0.0014612257,0.3385992,54739.355,0.010356133,0.22181009,312.98904,817.358,0.08000723,12856.651
4,46562.375,0.0017307587,0.33710715,47697.203,-0.007620709,0.2074209,318.6432,862.56805,0.079747885,36017.625
5,50149.83,0.000701147,0.2857779,44845.61,0.009374909,0.1973505,298.69583,778.5644,0.071517296,14379.089
6,47948.438,0.00052285177,0.27272722,52846.082,-0.012056873,0.18220268,327.75098,919.96185,0.07875721,161704.62
7,41974.992,0.0006364227,0.2584662,43938.74,-0.006980657,0.17406856,395.02277,1442.5332,0.10138881,39702652.0
8,46505.766,0.00081516907,0.26529276,43557.004,-0.016800862,0.19195756,350.97955,1008.42426,0.08841663,501899.62
9,48859.07,0.0014810112,0.29429027,50181.06,-0.03145368,0.18292132,300.75653,782.7707,0.07701921,11538.775
10,45024.285,0.00028337797,0.27449462,45245.28,-0.024165377,0.18436904,311.87885,837.35876,0.07730738,37356.973
11,45078.32,0.00027158624,0.23820098,45174.69,-0.023073021,0.15624934,301.0127,768.6448,0.07680791,14546.539
12,46215.56,0.00070287345,0.25837857,44800.188,-0.022303335,0.16549027,294.64334,739.1548,0.0747451,6981.1357
13,52060.33,0.00039812535,0.22139812,53462.305,-0.017624425,0.1771813,292.0972,744.971,0.07206943,9998.48
14,45546.703,0.0005864321,0.22761242,53237.848,-0.016931586,0.1640362,287.2212,695.91174,0.06837568,6521.9297
15,45554.355,0.00065631163,0.21774596,50194.49,-0.019061998,0.15437345,283.93988,676.345,0.06954936,3723.3882
16,47778.223,0.0003837052,0.20653057,55265.34,-0.016573183,0.21162088,282.56415,661.40533,0.06866607,3564.3652
17,50220.594,-0.00010925665,0.18727237,49403.273,-0.0017809441,0.15027143,278.8416,649.99664,0.06656552,4138.449
18,55359.59,0.0006390117,0.18551098,51332.28,-0.0009042743,0.18811849,285.55206,663.3925,0.068621546,7028.862
19,53709.094,0.00021589655,0.16974916,48244.258,-0.01224569,0.13106903,294.48044,715.1421,0.07146304,7197.434
20,55449.5,0.00037399834,0.13018094,52612.973,-0.008222373,0.1266218,291.185,709.1778,0.07281804,4886.9087
21,52034.305,0.00060581387,0.13333099,46901.305,-0.006633434,0.15849316,281.27887,656.8496,0.07554287,1665.8931
22,55107.473,0.0015411079,0.16350365,50774.754,-0.004550068,0.15928686,278.02072,641.9045,0.073523596,1228.3574
23,56875.914,0.0013071158,0.17303716,53205.492,-0.0023049128,0.14276019,274.32495,603.0297,0.062255144,5663.769
24,51634.902,0.000627592,0.2130208,60825.004,-0.003043088,0.29514298,282.1467,651.8737,0.06860091,3565.4272
25,57615.15,0.00067898154,0.21550712,51204.965,-0.002360719,0.16281106,273.301,656.98285,0.06956081,1252.5558
26,52886.242,0.0012032323,0.23645572,53333.734,-0.008849242,0.13715716,272.47726,627.92334,0.05860707,4912.054
27,50994.68,0.00015630336,0.1862067,50425.582,-0.00043527226,0.18644558,276.56033,641.9017,0.057002764,13175.035
28,52904.23,5.8057307e-05,0.15718147,59112.754,0.006010909,0.20113161,277.53143,617.23395,0.062456056,7346.666
29,52104.426,0.00058960414,0.1884531,53326.19,-0.0048050527,0.13398631,271.92487,590.2724,0.06494667,2114.284
30,54016.0,0.000415556,0.1768499,57386.938,-0.0005662713,0.27172962,260.41135,586.03906,0.056132883,3368.0554
31,48801.668,0.00063663884,0.20603412,56616.75,-0.010118588,0.13895127,266.45615,598.1648,0.05262743,13972.514
32,53372.234,0.00012661949,0.16083726,51891.098,-0.01022466,0.1842734,272.75824,621.41907,0.058142487,12019.09
33,49597.152,0.0003747994,0.20944446,49480.094,-0.003175585,0.15468489,268.9941,637.6475,0.059032794,5822.4634
34,49986.723,0.00022641777,0.21043856,45030.902,-0.009329024,0.1603916,270.9932,593.3354,0.057655636,7480.873
35,53319.938,0.00069528713,0.171737,50331.58,-0.0045896745,0.16389318,270.76697,629.0227,0.05271437,13010.894
36,53648.605,0.0003750894,0.1948233,47268.32,-0.011351732,0.16190831,269.41806,587.5321,0.052255366,16328.888
37,54366.797,-0.00018498312,0.16520432,56711.38,-0.009742516,0.14623192,270.29294,613.1503,0.052684408,18281.27
38,48067.41,0.00015340249,0.16222043,55688.543,-0.0022291788,0.13286038,264.4715,588.2347,0.051784415,8429.678
