Epoch,Train Loss,Train Grad,Train Grad Var,Val Loss,FID_inf,MIFID_inf,KID_inf,IS_inf
0,24961.723,-0.0014765162,0.12850095,24910.918,302.81033,854.01276,0.09286422,12316.365
1,24857.434,2.4105446e-05,0.0090012895,24944.16,286.32117,760.17804,0.074615285,62442.355
2,24862.045,0.00012725164,0.008103888,24922.613,282.3141,762.2702,0.068891115,76506.33
3,24859.24,5.1454757e-05,0.007221058,24906.855,281.16547,728.9302,0.06909964,61849.676
4,24863.326,8.877309e-06,0.0069945264,24908.219,278.08746,768.0037,0.071500935,33736.402
5,24861.41,4.732732e-05,0.0068774554,24912.209,276.03653,719.8309,0.0708392,26082.998
6,24893.566,1.3621478e-05,0.006764512,24957.268,273.73444,772.9015,0.069850914,23521.379
7,24896.436,0.00014080842,0.0070297443,24946.117,275.66177,747.8474,0.06999162,19499.906
8,24876.123,5.09574e-05,0.007689064,24906.477,278.2578,766.1502,0.072867446,17756.176
9,24873.643,3.6844387e-05,0.007818595,24878.426,273.63376,725.887,0.07142434,14551.984
10,24837.357,0.0001024617,0.008726025,24871.338,276.70642,779.8965,0.07491608,15755.644
11,24839.941,1.8195291e-05,0.008560847,24882.088,275.0933,738.4,0.073848814,12572.709
12,24822.432,5.766144e-05,0.008004684,24864.148,273.75238,733.0528,0.07256144,15897.157
13,24814.025,4.7856105e-05,0.007643604,24830.047,271.96793,712.1318,0.06968502,18002.07
14,24829.549,5.7239704e-05,0.007379462,24845.18,272.96826,730.8143,0.07114547,13451.47
15,24845.959,8.581078e-05,0.007701907,24870.213,272.25357,716.5161,0.06911405,17839.176
16,24845.398,-1.9501347e-05,0.007180919,24883.332,270.47598,719.7159,0.06694757,24922.627
17,24842.707,6.4928136e-05,0.006633179,24884.293,268.63394,809.5108,0.06390534,30954.914
18,24853.383,3.1213272e-05,0.006675638,24882.77,265.67133,717.9592,0.06287449,30369.803
19,24848.107,7.3910596e-05,0.0067803115,24886.305,272.0281,734.1058,0.06754968,30576.145
20,24867.932,1.6562944e-05,0.006684421,24889.068,269.03204,762.97205,0.06707613,28838.062
21,24871.057,3.0167086e-05,0.006576933,24898.727,270.6881,731.5516,0.06644537,22866.371
22,24871.576,2.063511e-05,0.0067720595,24923.03,268.39423,743.5638,0.0658958,22641.156
23,24873.51,8.517001e-05,0.007834105,24918.469,271.77432,745.4552,0.06677161,22183.367
24,24883.322,7.5054166e-05,0.0074416543,24902.287,273.48068,753.7188,0.06641889,28665.443
25,24876.754,4.3831104e-05,0.0071746195,24905.572,265.28366,711.3552,0.05978817,40101.152
26,24884.64,4.280344e-05,0.007376374,24924.312,264.4858,729.6343,0.061870247,27429.643
27,24893.436,4.3374388e-05,0.007169781,24922.047,264.97614,719.73425,0.06194143,32674.73
28,24900.654,5.7291367e-05,0.007398887,24920.812,267.16223,728.56836,0.060831275,42970.055
29,24898.55,7.786802e-05,0.0070943013,24922.531,270.1276,720.8985,0.06297038,31921.17
30,24903.178,6.742426e-05,0.008387675,24930.873,269.31534,702.6384,0.06233,33230.887
31,24914.607,-6.7782225e-05,0.0071521974,24947.38,265.0724,698.90344,0.057516012,72649.02
32,24920.65,-1.2688001e-05,0.007274274,24959.752,264.44586,683.6222,0.062491085,27004.68
33,24932.537,9.072094e-05,0.007311979,24931.713,266.25516,704.8226,0.06479539,23631.441
34,24935.818,1.5152272e-05,0.007079126,24939.627,265.71112,682.5701,0.06084803,34481.074
35,24920.041,2.5037281e-05,0.00724747,24968.4,263.79837,726.3478,0.05893511,51372.31
36,24931.678,4.20934e-05,0.007665722,24984.135,266.88004,708.1095,0.062734686,25087.484
37,24935.484,7.979409e-06,0.0075150444,24972.2,263.67493,674.61005,0.061007153,36722.85
38,24935.734,2.4555242e-05,0.0074059614,24971.234,262.31015,672.2974,0.05814075,40832.0
39,24949.436,4.9527567e-05,0.007901539,24999.797,265.49493,670.65515,0.06212029,25894.338
40,24951.225,6.302863e-05,0.007536815,24967.562,264.9677,676.79816,0.061718706,35007.54
41,24944.521,2.5259873e-05,0.007683832,24986.455,260.19223,697.5423,0.056535386,51416.84
42,24951.979,3.8926817e-05,0.007546934,24989.014,263.85782,731.0429,0.059275657,33896.703
43,24954.895,2.1070591e-06,0.007982085,24981.92,262.61758,692.2522,0.055803888,71128.96
44,24952.889,6.667024e-05,0.0081158485,24965.393,262.87567,704.6077,0.058048733,44097.59
45,24956.85,-2.471678e-05,0.00833417,24984.752,261.29413,689.74646,0.053428207,128112.21
46,24948.123,1.3560234e-05,0.00834858,24952.584,262.15887,669.5641,0.055853978,54020.66
47,24946.377,9.972829e-05,0.00909711,24981.36,263.79022,668.15497,0.059352834,49314.16
48,24947.062,9.378326e-06,0.007969039,24985.498,264.23325,702.29486,0.05779538,69971.586
49,24960.152,2.9915827e-05,0.008164904,24986.781,261.93982,668.68726,0.057716686,56052.754
